iter	MAE
466	0.7516281843
467	0.7515742733
468	0.7515332455
469	0.7515047602
470	0.751482151
471	0.7514477448
472	0.7514211054
473	0.7513848478
474	0.7513375597
475	0.7512745586
476	0.7512337788
477	0.7512164907
478	0.7511982235
479	0.7511717927
480	0.7511390576
481	0.750930441
482	0.7508987521
483	0.7508886702
484	0.7508744938
485	0.7508682376
486	0.7507872807
487	0.750728742
488	0.750695411
489	0.7506825245
490	0.7506613049
491	0.7505561639
492	0.7505448352
493	0.750508196
494	0.7504767376
495	0.7504554199
496	0.7504228351
497	0.75041351
498	0.7503879822
499	0.7502666667
500	0.7502510755
501	0.7502239262
502	0.7502127582
503	0.7501903661
504	0.7501698536
505	0.750159083
506	0.7501501009
507	0.7500859099
508	0.7500200163
509	0.7499884425
510	0.7499793015
511	0.749971201
512	0.7499625535
513	0.7498833311
514	0.7498762484
515	0.749833376
516	0.7498100652
517	0.7497831975
518	0.7497477694
519	0.7497236565
520	0.749714977
521	0.749686293
522	0.7496461251
523	0.7496199587
524	0.7496052701
525	0.749487287
526	0.7494718639
527	0.7494655576
528	0.7494618371
529	0.749440278
530	0.7494279416
531	0.7494038885
532	0.749298344
533	0.7492735817
534	0.749166071
535	0.7491519629
536	0.7491459233
537	0.7491333313
538	0.7490059843
539	0.7489554628
540	0.748941703
541	0.7488881052
542	0.7488232992
543	0.7487253481
544	0.7486670359
545	0.7486365583
546	0.7486000029
547	0.7485405013
548	0.748527897
549	0.748461416
550	0.7484037922
551	0.7483168088
552	0.7482933255
553	0.748257067
554	0.7482432436
555	0.7482137776
556	0.748158525
557	0.7480702614
558	0.7480471311
559	0.7479776775
560	0.7479250649
561	0.7479135142
562	0.7477359548
563	0.7476847044
564	0.7476606746
565	0.7476424336
566	0.7475959288
567	0.747513178
568	0.7474319123
569	0.7474124005
570	0.7473798252
571	0.7473586939
572	0.7473485753
573	0.7472795627
574	0.7472718775
575	0.74720607
576	0.7471690816
577	0.7471548937
578	0.747127251
579	0.7470956689
580	0.7470004943
581	0.746994385
582	0.7469565621
583	0.7468985041
584	0.7468581795
585	0.7468553482
586	0.7468505461
587	0.7468476532
588	0.7468326867
589	0.7468157782
590	0.7467952707
591	0.7467015004
592	0.7466814214
593	0.7466620348
594	0.7466357822
595	0.7465500098
596	0.7465270532
597	0.7465227068
598	0.7465142196
599	0.7464814992
600	0.7464592726
601	0.7463912394
602	0.7463494233
603	0.7462759096
604	0.7462365037
605	0.7462208192
606	0.7461916743
607	0.7461365801
608	0.7461187301
609	0.7460923211
610	0.7460660868
611	0.7460042623
612	0.746000131
613	0.7459861387
614	0.7459524647
615	0.7458963621
616	0.745882566
617	0.7458748594
618	0.7458615525
619	0.7458444703
620	0.7457555171
621	0.7457019461
622	0.7456997145
623	0.7456769484
624	0.7456633698
625	0.7456218026
626	0.7455998981
627	0.7455979356
628	0.7455809046
629	0.7455749653
630	0.7455670652
631	0.7455036474
632	0.7454884077
633	0.7454253096
634	0.7453866331
635	0.7453570769
636	0.745330579
637	0.7451839381
638	0.7450431331
639	0.7449912258
640	0.7449613731
641	0.7449250211
642	0.7449094145
643	0.7448763763
644	0.7448323016
645	0.7447872489
646	0.7447379633
647	0.7446979884
648	0.7446322965
649	0.7444779518
650	0.7443340289
651	0.7443016141
652	0.7442714633
653	0.7442371497
654	0.7441730851
655	0.744151388
656	0.7441421317
657	0.7440612753
658	0.7440546619
659	0.7440507993
660	0.744012574
661	0.7439989266
662	0.7439851346
663	0.7438830316
664	0.7438216853
665	0.743815549
666	0.7438040481
667	0.7437939398
668	0.7437380253
669	0.7437034241
670	0.7436994108
671	0.7436915685
672	0.7436585711
673	0.7436338501
674	0.7435988471
675	0.7435912979
676	0.7435841792
677	0.7434702105
678	0.7434421154
679	0.743435926
680	0.7434180329
681	0.7433833016
682	0.743374166
683	0.7433669772
684	0.7432661036
685	0.7432487191
686	0.7432453601
687	0.7432372579
688	0.7432209192
689	0.7431736144
690	0.7431182995
691	0.7430949717
692	0.7430067748
693	0.7429963785
694	0.7429524147
695	0.7429466509
696	0.7429403011
697	0.7429004664
698	0.74285477
699	0.7427838685
700	0.7427587205
701	0.742722162
702	0.7427157156
703	0.7426856871
704	0.7426563931
705	0.7425687855
706	0.7424495956
707	0.742448526
708	0.7424007112
709	0.7423662084
710	0.7423468179
711	0.7423152403
712	0.7423138376
713	0.7422748734
714	0.7422482691
715	0.742215933
716	0.7422005599
717	0.7421342771
718	0.7421093137
719	0.7421044481
720	0.7419964413
721	0.7419774445
722	0.7419559961
723	0.741940597
724	0.7419397143
725	0.7419088437
726	0.7418813932
727	0.7418536358
728	0.7418464512
729	0.7418398748
730	0.7418164355
731	0.741775548
732	0.7417718921
733	0.7417507806
734	0.7417108143
735	0.7416748343
736	0.7416582653
737	0.7416027128
738	0.7415883092
739	0.7414910781
740	0.7414540153
741	0.741380645
742	0.7413530305
743	0.741332089
744	0.7412555828
745	0.7412321694
746	0.7412115598
747	0.7411951191
748	0.7411872261
749	0.7411775702
750	0.7411144968
751	0.7410616019
752	0.7410355605
753	0.7410263859
754	0.7409132117
755	0.7408221111
756	0.7407275338
757	0.7406965121
758	0.7406761137
759	0.7405902105
760	0.7405043238
761	0.7404764881
762	0.7404495903
763	0.7403987631
764	0.7403635161
765	0.7403153904
766	0.740308594
767	0.7402859079
768	0.7402415995
769	0.7402340158
770	0.7402126713
771	0.7402053168
772	0.7401730552
773	0.7401557318
774	0.7401371324
775	0.7401006961
776	0.740092787
777	0.7400856358
778	0.7400036568
779	0.7399795193
780	0.7399578059
781	0.7399299227
782	0.7399105931
783	0.7398914218
784	0.7398724749
785	0.7398490443
786	0.7398244283
787	0.7398021017
788	0.7397902684
789	0.73977645
790	0.7395855171
791	0.7395272862
792	0.7395125907
793	0.7394929801
794	0.7394121655
795	0.7393291662
796	0.7392775644
797	0.7392714668
798	0.7392454178
799	0.7392054603
800	0.7391708417
801	0.7391641113
802	0.7391370424
