iter	MAE
172	11.23395161
173	11.23345467
174	11.23306023
175	11.2318986
176	11.2292489
177	11.22804277
178	11.22559761
179	11.22493672
180	11.22353391
181	11.22195835
182	11.22150352
183	11.22061373
184	11.21994052
185	11.21930556
186	11.21822407
187	11.21738753
188	11.21698305
189	11.21668387
190	11.21563862
191	11.21368316
192	11.2129954
193	11.21230913
194	11.21165283
195	11.21110154
196	11.2108234
197	11.21039529
198	11.20999274
199	11.20967858
200	11.20923247
201	11.20715049
202	11.20612768
203	11.20470334
204	11.2028588
205	11.20214401
206	11.20082401
207	11.19985896
208	11.19935884
209	11.19881756
210	11.19833444
211	11.1979332
212	11.19690321
213	11.19650643
214	11.19582802
215	11.19537078
216	11.19445948
217	11.19419097
218	11.19321557
219	11.19263967
220	11.19202552
221	11.19133364
222	11.19005991
223	11.18775487
224	11.18692616
225	11.18637155
226	11.18594728
227	11.18547453
228	11.18421423
229	11.1832872
230	11.18227629
231	11.18113265
232	11.17932488
233	11.17881293
234	11.17768081
235	11.17666079
236	11.17557253
237	11.17491529
238	11.17385232
239	11.1734451
240	11.17258047
241	11.17222877
242	11.17049393
243	11.16993729
244	11.1686058
245	11.16829809
246	11.16777615
247	11.16699127
248	11.16664854
249	11.16609902
250	11.16561756
251	11.16497729
252	11.16315337
253	11.16201531
254	11.16176711
255	11.16130614
256	11.15961809
257	11.15885342
258	11.15847545
259	11.15759399
260	11.15703099
261	11.15660831
262	11.15621872
263	11.15588668
264	11.15483921
265	11.15407601
266	11.15387247
267	11.1529141
268	11.15198423
269	11.15165218
270	11.15148105
271	11.15039575
272	11.14936047
273	11.14916054
274	11.1488738
275	11.14838861
276	11.14827469
277	11.14795499
278	11.14765448
279	11.14690354
280	11.14647251
281	11.14620463
282	11.14490525
283	11.14443956
284	11.1437736
285	11.14352183
286	11.14222122
287	11.14164608
288	11.14134632
289	11.14120234
290	11.14046033
291	11.14015686
292	11.13990996
293	11.13934584
294	11.1389609
295	11.13813136
296	11.13770115
297	11.13675279
298	11.13618052
299	11.13556179
300	11.13509756
301	11.13461683
302	11.1344816
303	11.13403253
304	11.13369433
305	11.1334872
306	11.13320095
307	11.13262853
308	11.13239057
309	11.13142877
310	11.13038912
311	11.13023251
312	11.12986639
313	11.12959009
314	11.1292078
315	11.12857811
316	11.1283379
317	11.12805011
318	11.12783444
319	11.12759876
320	11.12696659
321	11.12650302
322	11.12624119
323	11.12558114
324	11.12512731
325	11.12507732
326	11.1241839
327	11.12354955
328	11.12328457
329	11.12131264
330	11.1204193
331	11.11976363
332	11.11907952
333	11.11880121
334	11.11826301
335	11.11797446
336	11.11778782
337	11.11692235
338	11.11646918
339	11.11617452
340	11.11590032
341	11.11577668
342	11.11191828
343	11.11164858
344	11.11133681
345	11.11101389
346	11.11074923
347	11.11061845
348	11.1097858
349	11.10938912
350	11.10893464
351	11.10794727
352	11.10779919
353	11.10755402
354	11.10731707
355	11.10681525
356	11.10642623
357	11.10597394
358	11.10580364
359	11.10564042
360	11.10543126
361	11.10471119
362	11.10389144
363	11.1028993
364	11.1026006
365	11.1019625
366	11.10185232
367	11.1013761
368	11.10112894
369	11.10075217
370	11.10030194
371	11.09967205
372	11.09882106
373	11.09849144
374	11.09842503
375	11.09790761
376	11.09568449
377	11.09548444
378	11.09517834
379	11.09475078
380	11.09445249
381	11.09396422
382	11.09354801
383	11.09317138
384	11.09299094
385	11.09280729
386	11.09264836
387	11.09247577
388	11.09217438
389	11.09183689
390	11.09117752
391	11.09107511
392	11.09094828
393	11.09070593
394	11.09008522
395	11.08955661
396	11.08924929
397	11.08893574
398	11.08860837
399	11.08836178
400	11.08792381
401	11.08772325
402	11.08761217
403	11.08691603
404	11.08673919
405	11.08585339
406	11.08438606
407	11.08341045
408	11.08325122
409	11.08310233
410	11.08295029
411	11.08236815
412	11.08181563
413	11.08177796
414	11.08154641
415	11.08138581
416	11.0812664
417	11.08094725
418	11.0807806
419	11.0804843
420	11.08036246
421	11.08026187
422	11.07970321
423	11.07961788
424	11.07946182
425	11.07924408
426	11.07908619
427	11.07857763
428	11.07845799
429	11.07831362
430	11.07735882
431	11.07689141
432	11.07654473
433	11.07622794
434	11.0755083
435	11.07536273
436	11.07479088
437	11.07459016
438	11.07426719
439	11.07415279
440	11.07318556
441	11.07260487
442	11.0724702
443	11.07220325
444	11.07200263
445	11.07159264
446	11.07143557
447	11.07121246
448	11.07088534
449	11.07077222
450	11.07013481
451	11.06972462
452	11.06902532
453	11.06812922
454	11.06805153
455	11.06775827
456	11.06748838
457	11.06701878
458	11.06646201
459	11.06611726
460	11.06582328
461	11.06552999
462	11.06439583
463	11.06414245
464	11.06313923
465	11.06277062
466	11.06253116
467	11.06218671
468	11.06158762
469	11.06094935
470	11.06080848
471	11.06062068
472	11.06046179
473	11.06031852
474	11.0597563
475	11.05934756
476	11.05844922
477	11.05835621
478	11.05807003
479	11.05779527
480	11.05706528
481	11.05658441
482	11.05622716
483	11.05606795
484	11.05584603
485	11.05511916
486	11.05441553
487	11.05406857
488	11.05395071
489	11.05378468
490	11.05325017
491	11.05318488
492	11.05311326
493	11.05289921
494	11.05213488
495	11.05185636
496	11.05176027
497	11.05155875
498	11.0501185
499	11.04982471
500	11.04955135
501	11.04913496
502	11.04905904
503	11.04890637
504	11.04884207
505	11.04880302
506	11.04857687
507	11.04753924
508	11.04720867
509	11.04699603
510	11.0462769
511	11.04587917
512	11.04532837
513	11.04497921
514	11.04478003
515	11.04471709
516	11.04457562
517	11.04439208
518	11.04422837
519	11.04377951
520	11.04351558
521	11.04170421
522	11.04154887
523	11.04147158
524	11.04133329
525	11.04111154
526	11.04102116
527	11.04058477
528	11.04045199
529	11.04012253
530	11.03996588
531	11.03931034
